oldobjectid,objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,,in drive,original filename,display_template,object_location,image_small,image_thumb
uiblackhistory165,ha176,ha176.pdf,Correspondence regarding Black students acquiring professional and technological expertise,Corky Bush,Letter from Corky Bush to Henry D. Stafford (Conference Chairman of Higher Education and Black Professional Employment) in regard to how to set up a Black students academic program.,1974-04-15,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha176,y; combined,HA176.jpg,pdf,/objects/ha176.pdf,/objects/small/ha176_sm.jpg,/objects/thumbs/ha176_th.jpg
uiblackhistory285,ha179,ha179.pdf,"Memorandum regarding ""Discussion on Minority Student's Programs""",Jean Hill,Memorandum to Estrada and Bush concerning April 5 meeting and recruitment of minority students.  It also lists several sub programs under the intercultural program.,1974-04-09,no,Black Student Recruitment/Affirmative Action,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha179,y; combined,HA179.jpg; HA180.jpg; HA181.jpg,pdf,/objects/ha179.pdf,/objects/small/ha179_sm.jpg,/objects/thumbs/ha179_th.jpg
uiblackhistory286,ha182,ha182.pdf,Statistics on students receiving federal financial aid during 1973-1974,,Figures of students in 1973-1974 receiving Federal Financial Aid at U of I.,1974-04-01,no,Black Student Recruitment/Affirmative Action,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha182,y,HA182.jpg,pdf,/objects/ha182.pdf,/objects/small/ha182_sm.jpg,/objects/thumbs/ha182_th.jpg
uiblackhistory287,ha183,ha183.pdf,Basic Opportunity Grants,,Basic Opportunity grants slip that gives a brief history of the program and notes the current information for the program.  Thisincludes the financial aspect and the number of students who received the grants.,,no,Black Student Recruitment/Affirmative Action,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha183,y,HA183.jpg,pdf,/objects/ha183.pdf,/objects/small/ha183_sm.jpg,/objects/thumbs/ha183_th.jpg
uiblackhistory111,ha19,ha19.pdf,1976-77 Budget request form for the Affirmative Action Office,,Budget request form for the Affirmative Action office for the 1967-1977 year.,1976,yes,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha19,y; combined,HA19.jpg; HA20.jpg,pdf,/objects/ha19.pdf,/objects/small/ha19_sm.jpg,/objects/thumbs/ha19_th.jpg
uiblackhistory288,ha193,ha193.pdf,"Memorandum regarding ""Position Paper Explaining the Attached Ethnic/Disadvantages Academic Advisory Program""",Juntura Committee,"Letter to Faculty Council with the Juntura's position on the position paper on “Ethnic/Disadvantaged Students at the University of Idaho"" and Juntura's committees responsibilites in regard to the program.",1974-03-11,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha193,y; combined,HA193.jpg; HA194.jpg; HA195.jpg; HA196.jpg; HA197.jpg,pdf,/objects/ha193.pdf,/objects/small/ha193_sm.jpg,/objects/thumbs/ha193_th.jpg
uiblackhistory289,ha198,ha198.pdf,"Memorandum regarding ""Ethnic/Disadvantaged Student Academic Advisory Program""",Juntura Committee,Ethnic/Disadvantaged Student Academic Advisory Program page that details director and student coordiantor responsibilities.,1974-03-11,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha198,y; combined,HA198.jpg; HA199.jpg; HA200.jpg,pdf,/objects/ha198.pdf,/objects/small/ha198_sm.jpg,/objects/thumbs/ha198_th.jpg
uiblackhistory113,ha2,ha2.pdf,Correspondence regarding application for Assistant to Affirmative Action Officer,Thomas E. Richardson,Letter from Thomas E. Richardson to Sandi Gallagher concerning the application of Carol Hipple to the Assistant to the Affirmative Action Officer.,1975-05-02,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha2,y,HA2.jpg,pdf,/objects/ha2.pdf,/objects/small/ha2_sm.jpg,/objects/thumbs/ha2_th.jpg
uiblackhistory290,ha201,ha201.pdf,"memorandum regarding ""University Programs for Ethnic Minority Students""",Jean Hill,Memorandum to Frank Young; Harry Davey; Estrada; and Bush concerning upcoming meeting on Dec 5 1973 and discussion points for the meeting.,1973-11-30,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha201,y,HA201.jpg,pdf,/objects/ha201.pdf,/objects/small/ha201_sm.jpg,/objects/thumbs/ha201_th.jpg
uiblackhistory291,ha202,ha202.pdf,Report on the Status of Minority/Special Programs Students,University of Idaho,Table of contents and figures for report.,1973-11-07,no,Black Student Recruitment/Affirmative Action,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha202,y; combined,HA202.jpg; HA203.jpg through HA227.jpg,pdf,/objects/ha202.pdf,/objects/small/ha202_sm.jpg,/objects/thumbs/ha202_th.jpg
uiblackhistory114,ha21,ha21.pdf,Memorandum regarding office space and equiment for Affirmative Action,Sandi Gallagher,Memorandum from Sandi Gallagher to President Hartung concerning “Office Space and Equipment for Affirmative Action.  Most of the furniture being given is reused furniture.,1975-02-19,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha21,y,HA21.jpg,pdf,/objects/ha21.pdf,/objects/small/ha21_sm.jpg,/objects/thumbs/ha21_th.jpg
uiblackhistory115,ha22,ha22.pdf,"Memorandum regarding the ""Progress Report of the Affirmative Action Officer""",Sandi Gallagher,Memorandum from Sandi Gallagher to President Hartung concerning hiring procedures for Affirmative Action and dissemination of policy.,1975-02-19,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha22,y; combined,HA22.jpg through HA26.jpg,pdf,/objects/ha22.pdf,/objects/small/ha22_sm.jpg,/objects/thumbs/ha22_th.jpg
uiblackhistory292,ha228,ha228.pdf,"Memorandum regarding ""Advisement for Minority Students""",Juntura Committee and T. Armstrong,Memorandum to Coonrod concerning advertising for minority students and filling the Minority Student Program Advisory position.,1973-03-07,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha228,y,HA228.jpg,pdf,/objects/ha228.pdf,/objects/small/ha228_sm.jpg,/objects/thumbs/ha228_th.jpg
